#desc	number of occurrences of Khmer words via <a href="https://sealang.net/khmer/dictionary.htm">Sealang</a>
#priority	2
កណ្ដក់	6
កណ្ដប	2
កណ្ដាច	1
កណ្ដាប់	434
កណ្ដាប់ដៃ	20
កណ្ដាល	1433
កណ្ដាលចំណោម	5
កណ្ដាលថ្ងៃ	1
កណ្ដាលផ្លូវ	2
កណ្ដាលយប់	1
កណ្ដាលស្ទឹង	5
កណ្ដាលអធ្រាត្រ	2
កណ្ដាស់	7
កណ្ដឹង	16
កណ្ដុរ	78
កណ្ដុរប្រែង	7
កណ្ដុរល្មែះ	7
កណ្ដូប	38
កណ្ដៀ	1
កណ្ដៀង	19
កណ្ដៀត	16
កណ្ដៀតក្អម	2
កណ្ដៀរ	4
កណ្ដៀវ	14
កណ្ដែង	13
កណ្ដោច	11
កណ្ដោល	3
កណ្ឌ	8
កត	96
កតញ្ញុតា	6
កតញ្ញុតាធម៌	2
កតញ្ញូ	23
កតញ្ញូតា	1
កតវេទិតា	2
កតវេទី	5
កតិកា	17
កតិកាសញ្ញា	16
កត់	784
កត់ត្រា	54
កត់ទុក	1
កត់សំគាល់	123
កត្តា	562
កត្តិក	9
កត្រង់	12
កថា	183
កថាខណ្ឌ	6
កថាខ័ណ្ឌ	1
កថាមុខ	1
កថិន	2
កទ័ព	1
កន	10316
កនបន	3
កនយើង	1
កនិដ្ឋា	4
កន្តាំង	19
កន្តឹប	1
កន្តុប	1
កន្តើយ	69
កន្តែរ៉ែ	1
កន្ត្រក	7
កន្ត្រាក់	29
កន្ត្រៃ	7
កន្ថោក	1
កន្ថោរ	9
កន្ទក់	26
កន្ទក់កន្ទេញ	6
កន្ទប	2
កន្ទិន	1
កន្ទុយ	184
កន្ទុយនាគ	1
កន្ទុយពាក្យ	2
កន្ទុយភ្នែក	5
កន្ទុយលេខ	12
កន្ទួត	33
កន្ទួតស្រុក	5
កន្ទួល	9
កន្ទេល	110
កន្ទោក	3
កន្ទោង	23
កន្ទ្រាក់	1
កន្ទ្រាញ	10
កន្ទ្រើង	2
កន្ធរ	1
កន្ធាត់	1
កន្ធាយ	3
កន្ធែក	15
កន្និដ្ឋា	14
កន្យា	2
កន្លង	3324
កន្លងទៅ	176
កន្លងមក	329
កន្លង់	11
កន្លាត	5
កន្លុកកន្លៀត	11
កន្លុះ	4
កន្លើត	1
កន្លៀត	4
កន្លេង	4
កន្លែង	3959
កន្លែងចុះ	1
កន្លែងដេក	8
កន្លែងណា	51
កន្លែងត្រូវ	3
កន្លែងធ្វើការ	56
កន្លែងនៅ	9
កន្លែងផ្សេង	20
កន្លែងរាំ	1
កន្លះ	544
កន្លះម៉ោង	8
កន្សែង	75
កន្សៃ	13
កន្សៃសារពេជ្ញ	2
កន្សោម	5
កប	301
កប៉ាល់	192
កប៉ាល់ហោះ	12
កប់	214
កប់ខ្មោច	5
កប់ភក់	1
កប្ប	7
កប្បាស	32
កភូមិ	7
កម	23705
កមនុស្ស	14
កមល	10
កម្ចាត់	90
កម្ចី	114
កម្ជិល	3
កម្ដៅ	102
កម្ទេច	81
កម្ពស់	668
កម្ពឹស	10
កម្ពុ	38
កម្ពុជ	42
កម្ពុជរដ្ឋ	25
កម្ពុជា	22614
កម្ពុជាក្រោម	318
កម្ពុជាប្រជាធិបតេយ្យ	113
កម្ពោជ	3
កម្ម	1868
កម្មករ	1487
កម្មការ	378
កម្មការិនី	160
កម្មដ្ឋាន	15
កម្មន្ត	3
កម្មន្តសាល	1
កម្មបថ	6
កម្មផល	30
កម្មពល	4
កម្មពៀរ	5
កម្មវត្ថុ	14
កម្មវាចា	2
កម្មវិធី	3647
កម្មវិធីសិក្សា	17
កម្មវិបាក	6
កម្មវិស័យ	3
កម្មសិក្សា	9
កម្មសិក្សាការី	1
កម្មសិទ្ធិ	572
កម្មអកុសល	1
កម្មាធិការ	201
កម្មាភិបាល	17
កម្មិក	1
កម្រ	223
កម្រង	91
កម្រាប	5
កម្រាល	28
កម្រាស់	33
កម្រិត	1093
កម្រើក	93
កម្រៀវ	16
កម្រៃ	202
កម្រោល	12
កម្លា	5
កម្លាំង	2417
កម្លាំងចិត្ត	10
កម្លុង	13
កម្លោះ	191
កម្លៅ	3
កម្សត់	90
កម្សាន្ត	338
កម្សោយ	10
ករ	9336
ករណី	3116
ករណីយ	10
ករណីយកិច្ច	14
ករី	40
ករុណា	290
កល	263
កលកិច្ច	3
កលយុទ្ធ	6
កលល្បិច	45
កលហ	3
កលា	6
កលិយុគ	3
កល់	24
កល្ប	79
កល្បាវសាន	1
កល្យាណ	51
កល្យាណមិត្រ	2
កល្យាណី	1
កវី	133
កវីនិពន្ធ	16
កសាង	1346
កសាងខ្លួន	1
កសាងជាតិ	9
កសិកម្ម	1149
កសិករ	724
កសិដ្ឋាន	51
កសិណ	10
កសិណសាក្សី	3
កសិផល	63
កហាបណ	1
កហាបណៈ	11
កា	628
កាក	128
កាកគតិ	5
កាកបាទ	32
កាកបាទក្រហម	31
កាកសំណល់	5
កាកី	4
កាក់	232
កាក់កប	4
កាខ្នងសំបុត្រ	2
កាង	200
កាច	211
កាចា	1
កាច់	175
កាច់ក	4
កាញ់	3
កាណាដា	185
កាណុង	8
កាណូត	24
កាណ៌	10
កាត	538
កាតព្វកិច្ច	183
កាតាប	1
កាតាលីកម្ម	2
កាតូលិក	10
កាត់	4147
កាត់កាល់	5
កាត់ក្តី	57
កាត់ខោអាវ	1
កាត់ចិត្ត	4
កាត់ចេញ	1
កាត់ចោល	15
កាត់ត	50
កាត់តាម	16
កាត់ថ្លៃ	11
កាត់ទទឹង	7
កាត់ទោស	347
កាត់ទៅ	1
កាត់ទៅរក	1
កាត់បន្ថយ	349
កាត់ផ្ដាច់	3
កាត់មុខ	5
កាត់យល់	10
កាត់សក់	25
កាត់សេចក្តី	41
កាត់ស្មាន	1
កាត់ឲ្យខ្លី	2
កាថា	2
កាទឹក	2
កាន់	6941
កាន់កាប់	409
កាន់ការ	6
កាន់ខែ	3
កាន់គំនិត	1
កាន់គ្នាទៅវិញទៅមក	1
កាន់ជើង	20
កាន់ដំបង	6
កាន់តែ	879
កាន់តែទ្វេឡើង	2
កាន់ទុក្ខ	1
កាន់បិណ្ឌ	6
កាន់ព្រះពុទ្ធសាសនា	33
កាន់លទ្ធិ	14
កាន់លុយ	4
កាន់សាសនា	1
កាន់អំណាច	75
កាប	39
កាបូប	208
កាប៉ូ	1
កាប់	1753
កាប់គាស់	3
កាប់ព្រៃ	23
កាពិ	9
កាព្យ	58
កាម	282
កាមកិលេស	1
កាមគុណ	9
កាមតណ្ហា	3
កាមទេព	7
កាមរោគ	29
កាមា	3
កាមារម្មណ៍	3
កាមាវចរ	1
កាយ	933
កាយពល	12
កាយវិការ	90
កាយសម្បទា	12
កាយសិក្សា	1
កាយឫទ្ធិ	4
កាយា	29
ការ	95826
ការកំណត់	80
ការកំសាន្ត	23
ការក្រ	7
ការខុសឆ្គង	40
ការខុសត្រូវ	2
ការខូចខាត	41
ការខ្ចី	4
ការខ្វះចន្លោះ	2
ការគាបសង្កត់	13
ការគួរ	21
ការគួរសម	9
ការគោរព	108
ការឃោសនា	24
ការឃោសនាបោះឆ្នោត	15
ការងារ	6461
ការចរចា	282
ការចាត់ចែង	8
ការចាត់តាំង	1
ការចាប់អារម្មណ៍	28
ការចាយវាយ	3
ការចាំបាច់	479
ការចូលរួម	122
ការចេះដឹង	5
ការចែក	43
ការចោទប្រកាន់	45
ការជិះជាន់	4
ការឈឺចាប់	18
ការឈ្លានពាន	76
ការឈ្វេងយល់	4
ការដង្ហែក្បួន	2
ការដាក់រាជ្យ	4
ការដាស់តឿន	1
ការដឹកនាំ	50
ការដែល	258
ការដំឡើង	6
ការដ្ឋាន	202
ការណាត់ជួប	4
ការណែនាំ	96
ការណ៍	1408
ការតឹងតែង	1
ការតែងតាំង	13
ការត្រឹមត្រូវ	5
ការត្រួតត្រា	30
ការថែទាំ	22
ការទទួលខុសត្រូវ	24
ការទាក់ទង	38
ការទាក់ទងគ្នា	18
ការទាល់ច្រក	6
ការទាស់ទែង	8
ការទូត	139
ការធានា	26
ការធ្វើដំណើរ	15
ការនាំចូល	2
ការនាំចេញ	27
ការនឿយហត់	7
ការន្ត	1
ការបញ្ឈប់	13
ការបន្តពូជ	1
ការបន្ទាន់	1
ការបន្ទាប់បន្សំ	7
ការបរទេស	376
ការបាត់បង់	90
ការបាត់បង់ជីវិត	5
ការបាន	167
ការបៀតបៀន	1
ការបែងចែក	24
ការបោន	14
ការបោះឆ្នោត	514
ការបោះបង់	4
ការបំរើ	6
ការប៉ុនប៉ង	16
ការប្រកាន់ពូជ	8
ការប្រកាស	75
ការប្រកួតកីឡា	12
ការប្រកួតប្រជែង	16
ការប្រជុំ	84
ការប្រញាប់	1
ការប្រតិបត្តិ	7
ការប្រពន្ធ	5
ការប្រព្រឹត្ត	19
ការប្រព្រឹត្តិ	2
ការប្រមាថ	16
ការប្រហារ	9
ការប្រាក់	13
ការប្រុងប្រយ័ត្ន	24
ការប្រើប្រាស់	266
ការប្រែប្រួល	34
ការផ្ទេរ	16
ការផ្ទះ	3
ការផ្លាស់ប្ដូរ	22
ការផ្សងព្រេង	4
ការផ្សាយ	51
ការផ្សំ	4
ការពង្រីក	7
ការពារ	2962
ការពារប្រទេស	13
ការពិចារណា	22
ការពិត	723
ការពិនិត្យ	31
ការពិបាក	35
ការពិភាក្សា	94
ការពិសោធ	7
ការពិសោធន៍	10
ការពឹងពាក់	2
ការព្រមាន	14
ការភាន់ច្រឡំ	7
ការយល់	96
ការយល់ឃើញ	31
ការយល់ព្រម	24
ការយោគយល់	16
ការរចនា	14
ការរវល់	6
ការរស់នៅ	84
ការរអាក់រអួល	33
ការរារាំង	15
ការរិះគន់	117
ការរុករក	33
ការរើសអើង	18
ការរៀនសូត្រ	13
ការរៀបចំ	106
ការរំលោភ	104
ការលុកលុយ	10
ការលុបចោល	2
ការលូតលាស់	1
ការលើកលែង	56
ការលែងលះ	1
ការលំបាក	199
ការវាយប្រហារ	20
ការវិនិច្ឆ័យ	5
ការវិវត្តន៍	62
ការវះកាត់	5
ការសងសឹក	11
ការសង្កេត	37
ការសង្ស័យ	25
ការសន្ទនា	3
ការសម្ងាត់	5
ការសាកល្បង	125
ការសាកសួរ	16
ការសាធារណៈ	2
ការសិក្សា	220
ការសូត្រ	1
ការសំខាន់	7
ការសំងាត់	1
ការសំដែង	2
ការសំដែងសិល្បៈ	1
ការសំរប	6
ការសំរាក	2
ការសំរុះសំរួល	1
ការសំរេច	10
ការសំរេចចិត្ត	7
ការស៊ើបអង្កេត	29
ការស្ថាបនា	13
ការស្នេហាជាតិ	1
ការស្មាន	5
ការស្រាវជ្រាវ	65
ការស្រេកឃ្លាន	4
ការស្វែងរក	49
ការហាត់ប្រាណ	1
ការហោះហើរ	4
ការហ្វឹកហាត់	2
ការអត់ឃ្លាន	6
ការអនុញ្ញាត	11
ការអប់រំ	108
ការឧបត្ថម្ភ	11
ការិនី	111
ការិយាធិបតេយ្យ	11
ការិយាល័យ	1316
ការី	96
ការុង	81
ការុញ្ញភាព	1
ការ៉ង់	1
ការ៉ាត	1
ការ៉ុត	25
ការ៉ូ	39
ការ៉េ	70
កាល	8863
កាលដើមឡើយ	6
កាលដែល	20
កាលណា	258
កាលណោះ	52
កាលនោះ	104
កាលនៅតូច	2
កាលបរិច្ឆេទ	34
កាលបើ	55
កាលពី	2964
កាលពីក្មេង	21
កាលពីឆ្នាំទៅ	1
កាលពីឆ្នាំមុន	4
កាលពីដើម	50
កាលពីតូច	4
កាលពីប៉ុន្មាន	10
កាលពីព្រេងនាយ	29
កាលពីមុន	37
កាលមុន	5
កាលវិភាគ	9
កាលសម័យ	15
កាលានុវត្ត	10
កាលានុវត្តនភាព	3
កាលានុវត្តន៍	6
កាលៈទេសៈ	95
កាល់	103
កាវ	44
កាស	156
កាសិត	8
កាសែត	4956
កាហ្វេ	273
កាឡកណ្ណី	3
កាឡា	10
កាឡូ	28
កាឡៃ	23
កាំ	298
កាំជណ្ដើរ	25
កាំជ្រួច	115
កាំបិត	317
កាំភ្លើង	459
កាំភ្លើងខ្លី	27
កាំភ្លោះ	2
កាំមីញ៉ុង	16
កាំរស្មី	7
កិកិ	104
កិង	16
កិច	4
កិច្ច	4595
កិច្ចកល	30
កិច្ចការ	1055
កិច្ចការពារ	26
កិច្ចធានា	2
កិច្ចប្រជុំ	416
កិច្ចប្រតិបត្តិ	2
កិច្ចប្រឹងប្រែង	6
កិច្ចពិភាក្សា	18
កិច្ចព្រមព្រៀង	100
កិច្ចសន្យា	203
កិច្ចសិក្សា	1
កិត	31
កិត្តិ	14
កិត្តិគុណ	15
កិត្តិនាម	45
កិត្តិយស	502
កិត្តិសព្ទ	14
កិត្យានុភាព	28
កិន	206
កិនស្រូវ	20
កិនអង្ករ	9
កិន្នរ	2
កិន្នរី	1
កិប	74
កិរិយា	256
កិរិយាមារយាទ	2
កិរិយាសព្ទ	6
កិល	17
កិលេស	70
កី	25
កីឡដ្ឋាន	86
កីឡា	1322
កីឡាករ	325
កីឡាដ្ឋាន	10
កីឡាបាល់ទាត់	41
កីឡាបាល់ទះ	4
កឹង	24
កឹងកន្ត្រៃ	7
កឹប	16
កឺ	13
កុ	49
កុក	130
កុង	342
កុងតឺន័រ	5
កុងត្រា	41
កុងត្រូល	32
កុងទ័រ	28
កុងសែ	4
កុងស៊ី	1
កុងស៊ុល	69
កុង្សីយ	2
កុង្សីយ៍	4
កុញ	8
កុដិ	122
កុត	16
កុន	243
កុប	6
កុបកម្ម	4
កុប្បកម្ម	206
កុមារ	2586
កុមារភាព	19
កុមារា	80
កុមារាកុមារី	4
កុមារី	340
កុម្ភៈ	2562
កុម្មុយនិស្ត	121
កុម្មុយនិស្តនិយម	1
កុម្ម៉ង់	19
កុយ	30
កុរ	37
កុលធីតា	2
កុលបុត្រ	31
កុលសម្ព័ន្ធ	42
កុលាប	27
កុសល	334
កុសលកម្ម	12
កុសលផល	4
កុសល់	5
កុសិនារា	4
កុសុម	1
កុហក	222
កុហក់	4
កុឡា	1
កុំ	5545
កុំខាន	1
កុំឃើញ	1
កុំតែ	6
កុំថាតែ	1
កុំថាឡើយ	50
កុំថាអី	1
កុំបាច់	1
កុំបី	22
កុំបីខាន	2
កុំព្យូទ័រ	1134
កុំអាល	20
កុំអី	41
កុំឲ្យ	145
កុំឲ្យគេថា	4
កុំឲ្យតែ	3
កុះ	28
កុះករ	123
កូកាអ៊ីន	1
កូដកម្ម	144
កូដករ	3
កូត	5
កូតទ្រ	8
កូន	7012
កូនកាត់	29
កូនកំព្រា	1
កូនកំលោះ	3
កូនក្តី	11
កូនក្មួយ	2
កូនក្មេង	49
កូនក្រមុំ	20
កូនខ្ចី	5
កូនខ្មែរ	740
កូនគោ	18
កូនគោល	2
កូនង៉ា	8
កូនចាប	5
កូនចៅ	161
កូនច្បង	10
កូនជាង	2
កូនជ្រូក	4
កូនឈើ	7
កូនឈ្នួល	1
កូនដើម	1
កូនតឹង	24
កូនទាហាន	21
កូនទោល	2
កូនបង	9
កូនបង្កើត	5
កូនប្រសា	40
កូនប្រុស	128
កូនពៅ	4
កូនព្រៃ	12
កូនភ្លោះ	9
កូនមាន់	3
កូនលោក	6
កូនសម្លាញ់	7
កូនសិស្ស	28
កូនសិស្សលោក	4
កូនសោ	39
កូនសំណប់	20
កូនស្រី	290
កូនហ៊ុន	4
កូនឡាន	2
កូប	15
កូប្រា	8
កូរ	55
កូរពោះ	1
កូរ៉េ	826
កូលាប	18
កូវ	44
កូសាំងស៊ីន	49
កូឡា	42
កូឡាប	3
កួច	16
កួត	33
កួន	33
កួយ	20
កួរ	11
កើ	48
កើក	5
កើង	9
កើត	5828
កើតការ	6
កើតកូន	13
កើតចេញមកពី	2
កើតជា	84
កើតជំងឺ	1
កើតទុក្ខ	25
កើតទៅជា	1
កើតមក	76
កើតមាន	105
កើតមានឡើង	51
កើតមុន	7
កើតរោគ	2
កើតហេតុ	261
កើតឡើង	555
កើតឡើងវិញ	1
កើន	1794
កើប	24
កើយ	27
កៀក	72
កៀកកើយ	1
កៀង	25
កៀត	20
កៀន	59
កៀនកោះ	3
កៀនស្វាយ	102
កៀប	35
កៀបសង្កត់	11
កៀរ	54
កៀរគរ	3
កៀវ	2
កៀស	5
កេង	381
កេងកង	98
កេងប្រវ័ញ្ច	155
កេណ្ឌ	18
កេត	106
កេតនភណ្ឌ	7
កេតុ	6
កេតុមាលា	10
កេរ	137
កេរកាល	1
កេរដំណែល	37
កេរមរតក	14
កេរអាករ	7
កេរ្តិ៍	334
កេរ្តិ៍ឈ្មោះ	33
កេល	1
កេវ	1
កេស	41
កេសរ	9
កេសា	11
កេះ	58
កែ	1842
កែក	3
កែកុន	4
កែខៃ	4
កែខ្លួន	9
កែង	146
កែងកោង	1
កែងដៃ	2
កែច្នៃ	121
កែត	7
កែតម្រូវ	89
កែតំរូវ	5
កែទំរង់	2
កែន	78
កែប	232
កែប្រែ	263
កែម	5
កែលំអ	124
កែវ	1439
កែវកង	4
កែវពុំងា	5
កែវភ្នែក	30
កែវហ្វ៊ា	1
កែស	3
កែសំរួល	9
កៃ	13
កៃលាស	13
កោ	70
កោង	86
កោងកាង	67
កោងកាច	4
កោដិ	52
កោដ្ឋ	23
កោណ	215
កោត	310
កោតខ្លាច	6
កោតញញើត	3
កោតតែ	2
កោតសរសើរ	82
កោន	54
កោមល	3
កោយ	12
កោរ	37
កោរជុក	3
កោរសក់	2
កោលាហល	4
កោស	59
កោសខ្យល់	4
កោសដូង	2
កោសរូស	1
កោសល្យ	155
កោសិកា	81
កោសិយ	1
កោសី	3
កោសេយ្យ	1
កោះ	1785
កោះកុង	289
កោះត្រល់	13
កោះធ្វើ	3
កោះប្រជុំ	12
កោះសូទិន	21
កោះហៅ	40
កៅណ្ឌិន្យ	2
កៅសិប	9
កៅស៊ូ	350
កៅអី	271
កៅអីសាឡុង	1
កំចាត់	246
កំចាត់បង់	1
កំចាយ	21
កំចាយមារ	1
កំចី	9
កំចោក	1
កំជិល	29
កំញើញ	3
កំដរ	83
កំដរដៃ	1
កំដៅ	42
កំណ	7
កំណកំណើត	1
កំណត់	4596
កំណត់ន័យ	1
កំណត់ពេល	2
កំណត់ហេតុ	98
កំណប់	56
កំណប់រ៉ែ	1
កំណល់	2
កំណាច	45
កំណាញ់	22
កំណាត់	212
កំណាត់ផ្លូវ	2
កំណាន់	23
កំណាព្យ	522
កំណាយ	3
កំណើត	782
កំណើន	731
កំណែ	684
កំណែទំរង់	10
កំណែន	3
កំទេច	87
កំបង់	1
កំបាក់	10
កំបាំង	131
កំបុត	39
កំបុតកំបុយ	3
កំបោរ	10
កំប៉ាង	8
កំប៉ិក	35
កំប៉ិកកំប៉ុក	13
កំប៉ិច	1
កំប៉ុក	30
កំប៉ុង	88
កំប៉េះ	14
កំប៉ោង	4
កំប្រុក	1
កំប្លង់	6
កំប្លេ	11
កំប្លែង	252
កំប្លោក	4
កំផែង	65
កំផែល	6
កំផ្លៀង	30
កំពង់	1342
កំពង់ចាម	613
កំពង់ចំឡង	1
កំពង់ឆ្នាំង	163
កំពង់ទូក	1
កំពង់ធំ	295
កំពង់ផែ	39
កំពង់សោម	39
កំពង់ស្ពឺ	251
កំពត	447
កំពប់	16
កំពល់	4
កំពស់	1182
កំពាង	1
កំពីកកំពក	3
កំពីងពួយ	1
កំពីងរាជ	5
កំពឹស	47
កំពុង	6716
កំពុងតែ	630
កំពូជ	3
កំពូល	788
កំពូលភ្នំ	31
កំពូលស្រួច	3
កំពែង	107
កំព្រា	216
កំព្រីកំព្រា	1
កំព្រឹង	1
កំព្រើល	4
កំភូត	1
កំភួន	40
កំភួនជើង	9
កំភួនដៃ	5
កំភ្លាញ	10
កំរ	73
កំរង	12
កំរាល	1
កំរាស់	2
កំរិត	310
កំរិតជីវភាព	26
កំរើក	45
កំរើប	1
កំរៀវ	2
កំរៃ	33
កំរោល	82
កំលា	1
កំលាំង	562
កំលុង	4
កំលុងពេល	1
កំលោះ	151
កំលៅ	1
កំសត់	205
កំសត់ទុគ៌ត	1
កំសាក	70
កំសាន	1
កំសាន្ត	179
កំសួល	2
កំសោយ	5
កំហល់	2
កំហាក	6
កំហាត	11
កំហាប់	2
កំហិត	48
កំហិល	8
កំហឹង	218
កំហុស	544
កំហុសអក្ខរាវិរុទ្ធ	1
កំហូច	47
កំហែង	378
កំឡា	1
កំឡាច	3
កំឡាំង	54
កំឡាំងកាយ	1
កំឡាំងចិត្ត	1
កំឡុង	170
កំឡោះ	116
កំអួត	1
កំអែល	10
កៈ	53
ក៏	30793
ក៏កេះ	3
ក៏ដូច	47
ក៏ដូចជា	93
ក៏ដោយ	433
ក៏ទេ	1
ក៏ទេដែរ	1
ក៏បាន	557
ក៏បានដែរ	43
ក៏ប៉ុន្តែ	229
ក៏មាន	311
ក៏ម្យ៉ាងដែរ	1
ក៏ហីទៅ	4
ក៏អញ្ចឹងដែរ	3
ក្ង	1
ក្ងាន	3
ក្ងោក	219
ក្ដ	5
ក្ដក់	2
ក្ដាត់	7
ក្ដាន់	34
ក្ដាប់	64
ក្ដាម	72
ក្ដារ	105
ក្ដារក្រាល	1
ក្ដារខៀន	3
ក្ដារប្រកាស	3
ក្ដាំ	12
ក្ដាំង	8
ក្ដិច	6
ក្ដិត	2
ក្ដឹប	7
ក្ដុក	11
ក្ដុកក្ដួល	22
ក្ដុងក្ដាំង	1
ក្ដុល	5
ក្ដួច	7
ក្ដួល	10
ក្ដឿង	24
ក្ដៀន	1
ក្ដៀប	2
ក្ដោង	16
ក្ដោប	36
ក្ដោបក្ដាប់	9
ក្ដៅ	566
ក្ដៅក្រហាយ	11
ក្ដៅខ្លួន	1
ក្ដៅស្លឹកត្រចៀក	2
ក្ដៅស្អុះ	1
ក្ដៅហែង	5
ក្ឌុក	5
ក្ឌូង	1
ក្តន់	3
ក្តាប់	27
ក្តី	1507
ក្តីក្តាំ	4
ក្តុក	3
ក្ទម្ព	4
ក្ទម្ពទេស	1
ក្នក់	6
ក្នាញ់	12
ក្និច	4
ក្និចក្នក់	1
ក្នុង	67763
ក្នុងករណីនេះ	4
ក្នុងគុក	8
ក្នុងចំណោម	217
ក្នុងឆ្នាំនេះ	25
ក្នុងឋានៈជា	3
ក្នុងថ្ងៃនេះ	1
ក្នុងនាម	68
ក្នុងបុរាណកាល	2
ក្នុងពេលកំណត់	1
ក្នុងពេលជាមួយគ្នា	13
ក្នុងពេលដែល	6
ក្នុងពេលនោះ	7
ក្នុងមណ្ឌល	1
ក្នុងមួយថ្ងៃ	20
ក្នុងរង្វង់	13
ក្នុងរយៈ	34
ក្នុងរយៈពេល	48
ក្នុងស្រុក	131
ក្នុងអំឡុង	40
ក្បត់	180
ក្បត់ចិត្ត	1
ក្បត់ជាតិ	46
ក្បថ	5
ក្បាក់	9
ក្បាច់	705
ក្បាច់ក្បូរ	1
ក្បាច់រចនា	13
ក្បាន	23
ក្បាយ	15
ក្បាល	1782
ក្បាលចិត្ត	1
ក្បាលជង្គង់	16
ក្បាលដោះ	1
ក្បាលទូក	1
ក្បាលពោះ	13
ក្បាលម៉ាស៊ីន	1
ក្បាលរឹង	4
ក្បាំង	10
ក្បិតក្បៀត	4
ក្បិន	14
ក្បុង	7
ក្បុស	5
ក្បូន	37
ក្បូរ	18
ក្បូរក្បាច់	19
ក្បួន	526
ក្បួនខ្នាត	51
ក្បួនតម្រា	1
ក្បួនសឹក	1
ក្បឿង	35
ក្បៀស	131
ក្បែរ	1108
ក្បោះ	13
ក្បោះក្បាយ	56
ក្បំ	1
ក្មាង	4
ក្មួយ	349
ក្មួយស្រី	2
ក្មេក	151
ក្មេង	2427
ក្មេងកំព្រា	22
ក្មេងកំលោះ	4
ក្មេងក្មាង	1
ក្មេងខ្ចី	6
ក្មេងប្រុស	47
ក្មេងម្នាក់	12
ក្មេងវត្ត	31
ក្មេងស្រី	17
ក្រ	971
ក្រក្រី	3
ក្រខ្វក់	1
ក្រខ្សត់	17
ក្រគរ	19
ក្រង	116
ក្រង់	1
ក្រង់ស្រូវ	2
ក្រចក	92
ក្រចកជើង	4
ក្រចកដៃ	2
ក្រចាប់	8
ក្រចេ	2
ក្រចេះ	418
ក្រចែះ	10
ក្រជីង	5
ក្រញាង	5
ក្រញាំ	41
ក្រញិច	2
ក្រញី	5
ក្រញឹង	1
ក្រញុល	2
ក្រញុះ	2
ក្រញូង	21
ក្រញូវ	19
ក្រញេង	1
ក្រញោន	2
ក្រញៅ	2
ក្រដាស	449
ក្រដាសប្រាក់	13
ក្រណាត់	71
ក្រត	9
ក្រទាំង	27
ក្រទី	6
ក្រនៀវ	4
ក្រប	546
ក្របខណ្ឌ	30
ក្របខ័ណ្ឌ	139
ក្របាស	8
ក្របី	435
ក្របូប	2
ក្របួច	11
ក្របែល	3
ក្របៅ	12
ក្រពឹត	2
ក្រពុលមុខ	2
ក្រពុំ	9
ក្រពើ	305
ក្រពេញ	4
ក្រពះ	74
ក្រម	1014
ក្រមក	1
ក្រមការ	9
ក្រមច្បាប់	5
ក្រមព្រហ្មទណ្ឌ	24
ក្រមម	2
ក្រមរដ្ឋប្បវេណី	6
ក្រមា	40
ក្រមាច	1
ក្រមាច់	4
ក្រមាល់	14
ក្រមិចក្រមើម	2
ក្រមី	1
ក្រមុំ	482
ក្រមុំចាស់	2
ក្រមុំព្រហ្មចារី	2
ក្រមួន	15
ក្រមួនស	3
ក្រមៅ	6
ក្រយា	44
ក្រយៅ	20
ក្ររហេមរហាម	3
ក្រលុក	1
ក្រលៀន	4
